sitename,date,ecoli_value (MPN/100mL)
Mowhanau Stream at Footbridge,2024-11-04 00:00:00,5475
Mowhanau Stream at Footbridge,2024-11-11 00:00:00,598
Mowhanau Stream at Footbridge,2024-11-18 00:00:00,657
Mowhanau Stream at Footbridge,2024-11-25 00:00:00,504
Mowhanau Stream at Footbridge,2024-12-02 00:00:00,
Mowhanau Stream at Footbridge,2024-12-09 00:00:00,1234
Mowhanau Stream at Footbridge,2024-12-16 00:00:00,5172
Mowhanau Stream at Footbridge,2024-12-23 00:00:00,908
Mowhanau Stream at Footbridge,2024-12-30 00:00:00,598
Mowhanau Stream at Footbridge,2025-01-06 00:00:00,990
Mowhanau Stream at Footbridge,2025-01-13 00:00:00,836
Mowhanau Stream at Footbridge,2025-01-21 00:00:00,354
Mowhanau Stream at Footbridge,2025-01-27 00:00:00,1725
Mowhanau Stream at Footbridge,2025-02-03 00:00:00,857
Mowhanau Stream at Footbridge,2025-02-10 00:00:00,309
Mowhanau Stream at Footbridge,2025-02-17 00:00:00,249
Mowhanau Stream at Footbridge,2025-02-24 00:00:00,556
Mowhanau Stream at Footbridge,2025-03-03 00:00:00,1106
Mowhanau Stream at Footbridge,2025-03-10 00:00:00,605
Mowhanau Stream at Footbridge,2025-03-17 00:00:00,1483
Mowhanau Stream at Footbridge,2025-03-24 00:00:00,1153
Mowhanau Stream at Footbridge,2025-04-01 00:00:00,8164
Mowhanau Stream at Footbridge,2025-04-07 00:00:00,886
Mowhanau Stream at Footbridge,2025-04-14 00:00:00,332
Mowhanau Stream at Footbridge,2025-04-22 00:00:00,417
Mowhanau Stream at Footbridge,2025-04-28 00:00:00,496
Mowhanau Stream at Footbridge,2025-11-03 00:00:00,384
Mowhanau Stream at Footbridge,2025-11-10 00:00:00,364
Mowhanau Stream at Footbridge,2025-11-17 00:00:00,602
Mowhanau Stream at Footbridge,2025-11-24 00:00:00,1723
Mowhanau Stream at Footbridge,2025-12-01 00:00:00,1246
Mowhanau Stream at Footbridge,2025-12-08 00:00:00,708
Mowhanau Stream at Footbridge,2025-12-15 00:00:00,598
Mowhanau Stream at Footbridge,2025-12-22 00:00:00,259
Mowhanau Stream at Footbridge,2025-12-29 00:00:00,315
Mowhanau Stream at Footbridge,2026-01-07 00:00:00,364
Mowhanau Stream at Footbridge,2026-01-12 00:00:00,689
Mowhanau Stream at Footbridge,2026-01-20 00:00:00,187
Mowhanau Stream at Footbridge,2026-01-26 00:00:00,934
Mowhanau Stream at Footbridge,2026-02-02 00:00:00,613
Mowhanau Stream at Footbridge,2026-02-09 00:00:00,11200
Mowhanau Stream at Footbridge,2026-02-17 00:00:00,19900
Mowhanau Stream at Footbridge,2026-02-23 00:00:00,1314
Mowhanau Stream at Footbridge,2026-03-02 00:00:00,3260
Mowhanau Stream at Footbridge,2026-03-10 00:00:00,1106
Mowhanau Stream at Footbridge,2026-03-16 00:00:00,605
Mowhanau Stream at Footbridge,2026-03-23 00:00:00,650
Mowhanau Stream at Footbridge,2026-03-30 00:00:00,3450
Mowhanau Stream at Footbridge,2026-04-07 00:00:00,435
Mowhanau Stream at Footbridge,2026-04-13 00:00:00,9800
Mowhanau Stream at Footbridge,2026-04-20 00:00:00,1333
Mowhanau Stream at Footbridge,2026-04-28 00:00:00,345
Ohau at Gladstone Reserve,2016-11-30 00:00:00,690
Ohau at Gladstone Reserve,2016-12-07 00:00:00,8
Ohau at Gladstone Reserve,2016-12-13 00:00:00,38
Ohau at Gladstone Reserve,2016-12-20 00:00:00,58
Ohau at Gladstone Reserve,2016-12-29 00:00:00,110
Ohau at Gladstone Reserve,2017-01-05 00:00:00,16
Ohau at Gladstone Reserve,2017-01-10 00:00:00,280
Ohau at Gladstone Reserve,2017-01-17 00:00:00,34
Ohau at Gladstone Reserve,2017-01-25 00:00:00,64
Ohau at Gladstone Reserve,2017-01-31 00:00:00,120
Ohau at Gladstone Reserve,2017-02-08 00:00:00,97
Ohau at Gladstone Reserve,2017-02-14 00:00:00,12
Ohau at Gladstone Reserve,2017-02-21 00:00:00,34
Ohau at Gladstone Reserve,2017-02-28 00:00:00,54
Ohau at Gladstone Reserve,2017-03-07 00:00:00,78
Ohau at Gladstone Reserve,2017-03-14 00:00:00,140
Ohau at Gladstone Reserve,2017-03-21 00:00:00,110
Ohau at Gladstone Reserve,2017-03-28 00:00:00,58
Ohau at Gladstone Reserve,2017-04-04 00:00:00,450
Ohau at Gladstone Reserve,2017-04-11 00:00:00,38
Ohau at Gladstone Reserve,2017-04-19 00:00:00,12
Ohau at Gladstone Reserve,2017-04-27 00:00:00,12
Ohau at Gladstone Reserve,2017-11-06 00:00:00,41
Ohau at Gladstone Reserve,2017-11-12 00:00:00,10
Ohau at Gladstone Reserve,2017-11-21 00:00:00,
Ohau at Gladstone Reserve,2017-11-29 00:00:00,86
Ohau at Gladstone Reserve,2017-12-03 00:00:00,110
Ohau at Gladstone Reserve,2017-12-12 00:00:00,144
Ohau at Gladstone Reserve,2017-12-18 00:00:00,189
Ohau at Gladstone Reserve,2017-12-27 00:00:00,820
Ohau at Gladstone Reserve,2018-01-03 00:00:00,122
Ohau at Gladstone Reserve,2018-01-08 00:00:00,148
Ohau at Gladstone Reserve,2018-01-14 00:00:00,63
Ohau at Gladstone Reserve,2018-01-24 00:00:00,41
Ohau at Gladstone Reserve,2018-01-29 00:00:00,20
Ohau at Gladstone Reserve,2018-02-04 00:00:00,145
Ohau at Gladstone Reserve,2018-02-13 00:00:00,313
Ohau at Gladstone Reserve,2018-02-19 00:00:00,84
Ohau at Gladstone Reserve,2018-02-25 00:00:00,480
Ohau at Gladstone Reserve,2018-03-06 00:00:00,52
Ohau at Gladstone Reserve,2018-03-12 00:00:00,20
Ohau at Gladstone Reserve,2018-03-18 00:00:00,31
Ohau at Gladstone Reserve,2018-03-27 00:00:00,52
Ohau at Gladstone Reserve,2018-04-05 00:00:00,41
Ohau at Gladstone Reserve,2018-04-08 00:00:00,20
Ohau at Gladstone Reserve,2018-04-15 00:00:00,52
Ohau at Gladstone Reserve,2018-04-23 00:00:00,10
Ohau at Gladstone Reserve,2018-11-12 00:00:00,
Ohau at Gladstone Reserve,2018-11-18 00:00:00,148
Ohau at Gladstone Reserve,2018-11-26 00:00:00,605
Ohau at Gladstone Reserve,2018-12-02 00:00:00,
Ohau at Gladstone Reserve,2018-12-10 00:00:00,
Ohau at Gladstone Reserve,2018-12-16 00:00:00,52
Ohau at Gladstone Reserve,2018-12-24 00:00:00,10
Ohau at Gladstone Reserve,2018-12-30 00:00:00,109
Ohau at Gladstone Reserve,2019-01-07 00:00:00,573
Ohau at Gladstone Reserve,2019-01-13 00:00:00,31
Ohau at Gladstone Reserve,2019-01-22 00:00:00,20
Ohau at Gladstone Reserve,2019-01-27 00:00:00,262
Ohau at Gladstone Reserve,2019-02-04 00:00:00,41
Ohau at Gladstone Reserve,2019-02-10 00:00:00,31
Ohau at Gladstone Reserve,2019-02-18 00:00:00,52
Ohau at Gladstone Reserve,2019-02-24 00:00:00,557
Ohau at Gladstone Reserve,2019-03-04 00:00:00,187
Ohau at Gladstone Reserve,2019-03-10 00:00:00,85
Ohau at Gladstone Reserve,2019-03-17 00:00:00,313
Ohau at Gladstone Reserve,2019-03-24 00:00:00,41
Ohau at Gladstone Reserve,2019-04-01 00:00:00,146
Ohau at Gladstone Reserve,2019-04-07 00:00:00,52
Ohau at Gladstone Reserve,2019-04-15 00:00:00,20
Ohau at Gladstone Reserve,2019-04-21 00:00:00,31
Ohau at Gladstone Reserve,2019-04-29 00:00:00,4350
Ohau at Gladstone Reserve,2019-11-04 00:00:00,20
Ohau at Gladstone Reserve,2019-11-10 00:00:00,160
Ohau at Gladstone Reserve,2019-11-18 00:00:00,209
Ohau at Gladstone Reserve,2019-11-24 00:00:00,52
Ohau at Gladstone Reserve,2019-12-02 00:00:00,52
Ohau at Gladstone Reserve,2019-12-08 00:00:00,3260
Ohau at Gladstone Reserve,2019-12-16 00:00:00,85
Ohau at Gladstone Reserve,2019-12-22 00:00:00,52
Ohau at Gladstone Reserve,2019-12-30 00:00:00,408
Ohau at Gladstone Reserve,2020-01-05 00:00:00,75
Ohau at Gladstone Reserve,2020-01-13 00:00:00,448
Ohau at Gladstone Reserve,2020-01-19 00:00:00,
Ohau at Gladstone Reserve,2020-01-27 00:00:00,218
Ohau at Gladstone Reserve,2020-02-02 00:00:00,298
Ohau at Gladstone Reserve,2020-02-10 00:00:00,52
Ohau at Gladstone Reserve,2020-02-16 00:00:00,41
Ohau at Gladstone Reserve,2020-02-24 00:00:00,218
Ohau at Gladstone Reserve,2020-03-01 00:00:00,173
Ohau at Gladstone Reserve,2020-03-09 00:00:00,75
Ohau at Gladstone Reserve,2020-03-15 00:00:00,10
Ohau at Gladstone Reserve,2020-11-02 00:00:00,41
Ohau at Gladstone Reserve,2020-11-08 00:00:00,187
Ohau at Gladstone Reserve,2020-11-16 00:00:00,41
Ohau at Gladstone Reserve,2020-11-22 00:00:00,496
Ohau at Gladstone Reserve,2020-11-30 00:00:00,256
Ohau at Gladstone Reserve,2020-12-06 00:00:00,31
Ohau at Gladstone Reserve,2020-12-14 00:00:00,10
Ohau at Gladstone Reserve,2020-12-20 00:00:00,20
Ohau at Gladstone Reserve,2020-12-28 00:00:00,134
Ohau at Gladstone Reserve,2021-01-03 00:00:00,74
Ohau at Gladstone Reserve,2021-01-11 00:00:00,75
Ohau at Gladstone Reserve,2021-01-17 00:00:00,132
Ohau at Gladstone Reserve,2021-01-26 00:00:00,134
Ohau at Gladstone Reserve,2021-01-31 00:00:00,10
Ohau at Gladstone Reserve,2021-02-09 00:00:00,40
Ohau at Gladstone Reserve,2021-02-14 00:00:00,41
Ohau at Gladstone Reserve,2021-02-22 00:00:00,10
Ohau at Gladstone Reserve,2021-03-01 00:00:00,120
Ohau at Gladstone Reserve,2021-03-08 00:00:00,591
Ohau at Gladstone Reserve,2021-03-14 00:00:00,74
Ohau at Gladstone Reserve,2021-03-28 00:00:00,10
Ohau at Gladstone Reserve,2021-04-05 00:00:00,435
Ohau at Gladstone Reserve,2021-04-11 00:00:00,135
Ohau at Gladstone Reserve,2021-04-19 00:00:00,41
Ohau at Gladstone Reserve,2021-04-25 00:00:00,10
Ohau at Gladstone Reserve,2021-11-02 00:00:00,
Ohau at Gladstone Reserve,2021-11-09 00:00:00,30
Ohau at Gladstone Reserve,2021-11-15 00:00:00,250
Ohau at Gladstone Reserve,2021-11-23 00:00:00,74
Ohau at Gladstone Reserve,2021-11-30 00:00:00,880
Ohau at Gladstone Reserve,2021-12-07 00:00:00,9800
Ohau at Gladstone Reserve,2021-12-14 00:00:00,520
Ohau at Gladstone Reserve,2021-12-21 00:00:00,203
Ohau at Gladstone Reserve,2021-12-28 00:00:00,86
Ohau at Gladstone Reserve,2022-01-04 00:00:00,52
Ohau at Gladstone Reserve,2022-01-11 00:00:00,448
Ohau at Gladstone Reserve,2022-01-18 00:00:00,41
Ohau at Gladstone Reserve,2022-01-25 00:00:00,98
Ohau at Gladstone Reserve,2022-02-01 00:00:00,10
Ohau at Gladstone Reserve,2022-02-08 00:00:00,41
Ohau at Gladstone Reserve,2022-02-15 00:00:00,130
Ohau at Gladstone Reserve,2022-02-22 00:00:00,20
Ohau at Gladstone Reserve,2022-03-01 00:00:00,41
Ohau at Gladstone Reserve,2022-03-08 00:00:00,31
Ohau at Gladstone Reserve,2022-03-15 00:00:00,171
Ohau at Gladstone Reserve,2022-03-22 00:00:00,231
Ohau at Gladstone Reserve,2022-03-29 00:00:00,108
Ohau at Gladstone Reserve,2022-04-05 00:00:00,771
Ohau at Gladstone Reserve,2022-04-12 00:00:00,256
Ohau at Gladstone Reserve,2022-04-20 00:00:00,275
Ohau at Gladstone Reserve,2022-04-27 00:00:00,20
Ohau at Gladstone Reserve,2022-11-01 00:00:00,52
Ohau at Gladstone Reserve,2022-11-07 00:00:00,
Ohau at Gladstone Reserve,2022-11-14 00:00:00,63
Ohau at Gladstone Reserve,2022-11-21 00:00:00,882
Ohau at Gladstone Reserve,2022-11-28 00:00:00,41
Ohau at Gladstone Reserve,2022-12-05 00:00:00,30
Ohau at Gladstone Reserve,2022-12-12 00:00:00,84
Ohau at Gladstone Reserve,2022-12-19 00:00:00,85
Ohau at Gladstone Reserve,2022-12-26 00:00:00,31
Ohau at Gladstone Reserve,2023-01-02 00:00:00,41
Ohau at Gladstone Reserve,2023-01-09 00:00:00,20
Ohau at Gladstone Reserve,2023-01-16 00:00:00,86
Ohau at Gladstone Reserve,2023-01-24 00:00:00,
Ohau at Gladstone Reserve,2023-01-30 00:00:00,108
Ohau at Gladstone Reserve,2023-02-07 00:00:00,122
Ohau at Gladstone Reserve,2023-02-13 00:00:00,20
Ohau at Gladstone Reserve,2023-02-20 00:00:00,63
Ohau at Gladstone Reserve,2023-02-27 00:00:00,98
Ohau at Gladstone Reserve,2023-03-06 00:00:00,63
Ohau at Gladstone Reserve,2023-03-13 00:00:00,369
Ohau at Gladstone Reserve,2023-03-20 00:00:00,41
Ohau at Gladstone Reserve,2023-03-27 00:00:00,41
Ohau at Gladstone Reserve,2023-04-04 00:00:00,31
Ohau at Gladstone Reserve,2023-04-11 00:00:00,75
Ohau at Gladstone Reserve,2023-04-17 00:00:00,10
Ohau at Gladstone Reserve,2023-04-24 00:00:00,63
Ohau at Gladstone Reserve,2023-11-06 00:00:00,
Ohau at Gladstone Reserve,2023-11-13 00:00:00,75
Ohau at Gladstone Reserve,2023-11-20 00:00:00,480
Ohau at Gladstone Reserve,2023-11-27 00:00:00,52
Ohau at Gladstone Reserve,2023-12-04 00:00:00,187
Ohau at Gladstone Reserve,2023-12-11 00:00:00,86
Ohau at Gladstone Reserve,2023-12-18 00:00:00,120
Ohau at Gladstone Reserve,2023-12-27 00:00:00,52
Ohau at Gladstone Reserve,2024-01-03 00:00:00,52
Ohau at Gladstone Reserve,2024-01-08 00:00:00,20
Ohau at Gladstone Reserve,2024-01-15 00:00:00,733
Ohau at Gladstone Reserve,2024-01-23 00:00:00,663
Ohau at Gladstone Reserve,2024-01-29 00:00:00,243
Ohau at Gladstone Reserve,2024-02-05 00:00:00,41
Ohau at Gladstone Reserve,2024-02-12 00:00:00,31
Ohau at Gladstone Reserve,2024-02-19 00:00:00,31
Ohau at Gladstone Reserve,2024-02-26 00:00:00,185
Ohau at Gladstone Reserve,2024-03-04 00:00:00,41
Ohau at Gladstone Reserve,2024-03-11 00:00:00,20
Ohau at Gladstone Reserve,2024-03-18 00:00:00,86
Ohau at Gladstone Reserve,2024-03-25 00:00:00,86
Ohau at Gladstone Reserve,2024-04-02 00:00:00,173
Ohau at Gladstone Reserve,2024-04-08 00:00:00,10
Ohau at Gladstone Reserve,2024-04-15 00:00:00,185
Ohau at Gladstone Reserve,2024-04-22 00:00:00,74
Ohau at Gladstone Reserve,2024-11-04 00:00:00,
Ohau at Gladstone Reserve,2024-11-06 00:00:00,2613
Ohau at Gladstone Reserve,2024-11-11 00:00:00,
Ohau at Gladstone Reserve,2024-11-18 00:00:00,63
Ohau at Gladstone Reserve,2024-11-25 00:00:00,98
Ohau at Gladstone Reserve,2024-12-02 00:00:00,
Ohau at Gladstone Reserve,2024-12-09 00:00:00,1860
Ohau at Gladstone Reserve,2024-12-16 00:00:00,52
Ohau at Gladstone Reserve,2024-12-23 00:00:00,185
Ohau at Gladstone Reserve,2024-12-30 00:00:00,52
Ohau at Gladstone Reserve,2025-01-06 00:00:00,97
Ohau at Gladstone Reserve,2025-01-13 00:00:00,41
Ohau at Gladstone Reserve,2025-01-21 00:00:00,84
Ohau at Gladstone Reserve,2025-01-27 00:00:00,441
Ohau at Gladstone Reserve,2025-02-03 00:00:00,122
Ohau at Gladstone Reserve,2025-02-10 00:00:00,41
Ohau at Gladstone Reserve,2025-02-17 00:00:00,110
Ohau at Gladstone Reserve,2025-02-24 00:00:00,75
Ohau at Gladstone Reserve,2025-03-03 00:00:00,
Ohau at Gladstone Reserve,2025-03-04 00:00:00,185
Ohau at Gladstone Reserve,2025-03-10 00:00:00,31
Ohau at Gladstone Reserve,2025-03-17 00:00:00,52
Ohau at Gladstone Reserve,2025-03-24 00:00:00,313
Ohau at Gladstone Reserve,2025-03-31 00:00:00,30
Ohau at Gladstone Reserve,2025-04-07 00:00:00,213
Ohau at Gladstone Reserve,2025-04-14 00:00:00,52
Ohau at Gladstone Reserve,2025-04-22 00:00:00,63
Ohau at Gladstone Reserve,2025-04-28 00:00:00,41
Ohau at Gladstone Reserve,2025-11-04 00:00:00,31
Ohau at Gladstone Reserve,2025-11-11 00:00:00,480
Ohau at Gladstone Reserve,2025-11-18 00:00:00,41
Ohau at Gladstone Reserve,2025-11-25 00:00:00,63
Ohau at Gladstone Reserve,2025-12-02 00:00:00,201
Ohau at Gladstone Reserve,2025-12-09 00:00:00,41
Ohau at Gladstone Reserve,2025-12-16 00:00:00,52
Ohau at Gladstone Reserve,2025-12-22 00:00:00,75
Ohau at Gladstone Reserve,2025-12-29 00:00:00,31
Ohau at Gladstone Reserve,2026-01-07 00:00:00,41
Ohau at Gladstone Reserve,2026-01-13 00:00:00,74
Ohau at Gladstone Reserve,2026-01-21 00:00:00,168
Ohau at Gladstone Reserve,2026-01-27 00:00:00,146
Ohau at Gladstone Reserve,2026-02-03 00:00:00,121
Ohau at Gladstone Reserve,2026-02-10 00:00:00,51
Ohau at Gladstone Reserve,2026-02-17 00:00:00,173
Ohau at Gladstone Reserve,2026-02-24 00:00:00,121
Ohau at Gladstone Reserve,2026-03-03 00:00:00,171
Ohau at Gladstone Reserve,2026-03-11 00:00:00,52
Ohau at Gladstone Reserve,2026-03-17 00:00:00,75
Ohau at Gladstone Reserve,2026-03-24 00:00:00,31
Ohau at Gladstone Reserve,2026-03-31 00:00:00,269
Ohau at Gladstone Reserve,2026-04-08 00:00:00,98
Ohau at Gladstone Reserve,2026-04-14 00:00:00,1455
Ohau at Gladstone Reserve,2026-04-21 00:00:00,175
Ohau at Gladstone Reserve,2026-04-29 00:00:00,122
Ohau at Kimberley Rd,2016-11-30 00:00:00,950
Ohau at Kimberley Rd,2016-12-07 00:00:00,180
Ohau at Kimberley Rd,2016-12-13 00:00:00,180
Ohau at Kimberley Rd,2016-12-20 00:00:00,110
Ohau at Kimberley Rd,2016-12-29 00:00:00,97
Ohau at Kimberley Rd,2017-01-05 00:00:00,80
Ohau at Kimberley Rd,2017-01-10 00:00:00,240
Ohau at Kimberley Rd,2017-01-17 00:00:00,58
Ohau at Kimberley Rd,2017-01-25 00:00:00,39
Ohau at Kimberley Rd,2017-01-31 00:00:00,34
Ohau at Kimberley Rd,2017-02-08 00:00:00,67
Ohau at Kimberley Rd,2017-02-14 00:00:00,49
Ohau at Kimberley Rd,2017-02-21 00:00:00,44
Ohau at Kimberley Rd,2017-02-28 00:00:00,25
Ohau at Kimberley Rd,2017-03-07 00:00:00,80
Ohau at Kimberley Rd,2017-03-14 00:00:00,75
Ohau at Kimberley Rd,2017-03-21 00:00:00,360
Ohau at Kimberley Rd,2017-03-28 00:00:00,70
Ohau at Kimberley Rd,2017-04-04 00:00:00,420
Ohau at Kimberley Rd,2017-04-11 00:00:00,39
Ohau at Kimberley Rd,2017-04-19 00:00:00,25
Ohau at Kimberley Rd,2017-04-27 00:00:00,25
Ohau at Kimberley Rd,2017-11-06 00:00:00,20
Ohau at Kimberley Rd,2017-11-12 00:00:00,122
Ohau at Kimberley Rd,2017-11-21 00:00:00,52
Ohau at Kimberley Rd,2017-11-29 00:00:00,
Ohau at Kimberley Rd,2017-12-03 00:00:00,63
Ohau at Kimberley Rd,2017-12-12 00:00:00,63
Ohau at Kimberley Rd,2017-12-18 00:00:00,142
Ohau at Kimberley Rd,2017-12-27 00:00:00,146
Ohau at Kimberley Rd,2018-01-03 00:00:00,63
Ohau at Kimberley Rd,2018-01-08 00:00:00,169
Ohau at Kimberley Rd,2018-01-14 00:00:00,173
Ohau at Kimberley Rd,2018-01-24 00:00:00,52
Ohau at Kimberley Rd,2018-01-29 00:00:00,30
Ohau at Kimberley Rd,2018-02-04 00:00:00,96
Ohau at Kimberley Rd,2018-02-13 00:00:00,422
Ohau at Kimberley Rd,2018-02-19 00:00:00,
Ohau at Kimberley Rd,2018-02-25 00:00:00,132
Ohau at Kimberley Rd,2018-03-06 00:00:00,63
Ohau at Kimberley Rd,2018-03-12 00:00:00,85
Ohau at Kimberley Rd,2018-03-18 00:00:00,52
Ohau at Kimberley Rd,2018-03-27 00:00:00,98
Ohau at Kimberley Rd,2018-04-05 00:00:00,10
Ohau at Kimberley Rd,2018-04-08 00:00:00,20
Ohau at Kimberley Rd,2018-04-15 00:00:00,41
Ohau at Kimberley Rd,2018-04-23 00:00:00,20
Ohau at Kimberley Rd,2018-11-12 00:00:00,86
Ohau at Kimberley Rd,2018-11-18 00:00:00,262
Ohau at Kimberley Rd,2018-11-26 00:00:00,908
Ohau at Kimberley Rd,2018-12-02 00:00:00,63
Ohau at Kimberley Rd,2018-12-10 00:00:00,63
Ohau at Kimberley Rd,2018-12-16 00:00:00,108
Ohau at Kimberley Rd,2018-12-24 00:00:00,30
Ohau at Kimberley Rd,2018-12-30 00:00:00,110
Ohau at Kimberley Rd,2019-01-07 00:00:00,3650
Ohau at Kimberley Rd,2019-01-13 00:00:00,20
Ohau at Kimberley Rd,2019-01-22 00:00:00,52
Ohau at Kimberley Rd,2019-01-27 00:00:00,243
Ohau at Kimberley Rd,2019-02-04 00:00:00,109
Ohau at Kimberley Rd,2019-02-10 00:00:00,75
Ohau at Kimberley Rd,2019-02-18 00:00:00,63
Ohau at Kimberley Rd,2019-02-24 00:00:00,583
Ohau at Kimberley Rd,2019-03-04 00:00:00,134
Ohau at Kimberley Rd,2019-03-10 00:00:00,63
Ohau at Kimberley Rd,2019-03-17 00:00:00,121
Ohau at Kimberley Rd,2019-03-24 00:00:00,98
Ohau at Kimberley Rd,2019-04-01 00:00:00,175
Ohau at Kimberley Rd,2019-04-07 00:00:00,20
Ohau at Kimberley Rd,2019-04-15 00:00:00,84
Ohau at Kimberley Rd,2019-04-21 00:00:00,30
Ohau at Kimberley Rd,2019-04-29 00:00:00,6130
Ohau at Kimberley Rd,2019-11-04 00:00:00,20
Ohau at Kimberley Rd,2019-11-10 00:00:00,52
Ohau at Kimberley Rd,2019-11-18 00:00:00,414
Ohau at Kimberley Rd,2019-11-24 00:00:00,86
Ohau at Kimberley Rd,2019-12-02 00:00:00,110
Ohau at Kimberley Rd,2019-12-08 00:00:00,1500
Ohau at Kimberley Rd,2019-12-16 00:00:00,109
Ohau at Kimberley Rd,2019-12-22 00:00:00,52
Ohau at Kimberley Rd,2019-12-30 00:00:00,324
Ohau at Kimberley Rd,2020-01-05 00:00:00,31
Ohau at Kimberley Rd,2020-01-13 00:00:00,262
Ohau at Kimberley Rd,2020-01-19 00:00:00,31
Ohau at Kimberley Rd,2020-01-27 00:00:00,74
Ohau at Kimberley Rd,2020-02-02 00:00:00,259
Ohau at Kimberley Rd,2020-02-10 00:00:00,10
Ohau at Kimberley Rd,2020-02-16 00:00:00,31
Ohau at Kimberley Rd,2020-02-24 00:00:00,145
Ohau at Kimberley Rd,2020-03-01 00:00:00,158
Ohau at Kimberley Rd,2020-03-09 00:00:00,108
Ohau at Kimberley Rd,2020-03-15 00:00:00,
Ohau at Kimberley Rd,2020-11-02 00:00:00,98
Ohau at Kimberley Rd,2020-11-08 00:00:00,169
Ohau at Kimberley Rd,2020-11-16 00:00:00,148
Ohau at Kimberley Rd,2020-11-22 00:00:00,432
Ohau at Kimberley Rd,2020-11-30 00:00:00,173
Ohau at Kimberley Rd,2020-12-06 00:00:00,63
Ohau at Kimberley Rd,2020-12-14 00:00:00,31
Ohau at Kimberley Rd,2020-12-20 00:00:00,145
Ohau at Kimberley Rd,2020-12-28 00:00:00,161
Ohau at Kimberley Rd,2021-01-03 00:00:00,203
Ohau at Kimberley Rd,2021-01-11 00:00:00,121
Ohau at Kimberley Rd,2021-01-17 00:00:00,86
Ohau at Kimberley Rd,2021-01-26 00:00:00,63
Ohau at Kimberley Rd,2021-01-31 00:00:00,20
Ohau at Kimberley Rd,2021-02-09 00:00:00,52
Ohau at Kimberley Rd,2021-02-14 00:00:00,41
Ohau at Kimberley Rd,2021-02-22 00:00:00,10
Ohau at Kimberley Rd,2021-03-01 00:00:00,41
Ohau at Kimberley Rd,2021-03-08 00:00:00,432
Ohau at Kimberley Rd,2021-03-14 00:00:00,122
Ohau at Kimberley Rd,2021-03-28 00:00:00,75
Ohau at Kimberley Rd,2021-04-05 00:00:00,602
Ohau at Kimberley Rd,2021-04-19 00:00:00,109
Ohau at Kimberley Rd,2021-04-25 00:00:00,52
Ohau at Kimberley Rd,2021-11-02 00:00:00,41
Ohau at Kimberley Rd,2021-11-09 00:00:00,10
Ohau at Kimberley Rd,2021-11-15 00:00:00,609
Ohau at Kimberley Rd,2021-11-23 00:00:00,63
Ohau at Kimberley Rd,2021-11-30 00:00:00,1401
Ohau at Kimberley Rd,2021-12-07 00:00:00,7270
Ohau at Kimberley Rd,2021-12-14 00:00:00,2760
Ohau at Kimberley Rd,2021-12-21 00:00:00,134
Ohau at Kimberley Rd,2021-12-28 00:00:00,62
Ohau at Kimberley Rd,2022-01-04 00:00:00,52
Ohau at Kimberley Rd,2022-01-11 00:00:00,171
Ohau at Kimberley Rd,2022-01-18 00:00:00,10
Ohau at Kimberley Rd,2022-01-25 00:00:00,62
Ohau at Kimberley Rd,2022-02-01 00:00:00,85
Ohau at Kimberley Rd,2022-02-08 00:00:00,199
Ohau at Kimberley Rd,2022-02-15 00:00:00,75
Ohau at Kimberley Rd,2022-02-22 00:00:00,97
Ohau at Kimberley Rd,2022-03-01 00:00:00,41
Ohau at Kimberley Rd,2022-03-08 00:00:00,20
Ohau at Kimberley Rd,2022-03-15 00:00:00,85
Ohau at Kimberley Rd,2022-03-22 00:00:00,
Ohau at Kimberley Rd,2022-03-29 00:00:00,
Ohau at Kimberley Rd,2022-04-05 00:00:00,74
Ohau at Kimberley Rd,2022-04-12 00:00:00,146
Ohau at Kimberley Rd,2022-04-20 00:00:00,52
Ohau at Kimberley Rd,2022-04-27 00:00:00,63
Ohau at Kimberley Rd,2022-11-01 00:00:00,10
Ohau at Kimberley Rd,2022-11-07 00:00:00,41
Ohau at Kimberley Rd,2022-11-14 00:00:00,52
Ohau at Kimberley Rd,2022-11-21 00:00:00,583
Ohau at Kimberley Rd,2022-11-28 00:00:00,31
Ohau at Kimberley Rd,2022-12-05 00:00:00,110
Ohau at Kimberley Rd,2022-12-12 00:00:00,41
Ohau at Kimberley Rd,2022-12-19 00:00:00,148
Ohau at Kimberley Rd,2022-12-26 00:00:00,10
Ohau at Kimberley Rd,2023-01-02 00:00:00,
Ohau at Kimberley Rd,2023-01-09 00:00:00,20
Ohau at Kimberley Rd,2023-01-16 00:00:00,20
Ohau at Kimberley Rd,2023-01-24 00:00:00,41
Ohau at Kimberley Rd,2023-01-30 00:00:00,134
Ohau at Kimberley Rd,2023-02-07 00:00:00,108
Ohau at Kimberley Rd,2023-02-13 00:00:00,52
Ohau at Kimberley Rd,2023-02-20 00:00:00,98
Ohau at Kimberley Rd,2023-02-27 00:00:00,109
Ohau at Kimberley Rd,2023-03-06 00:00:00,97
Ohau at Kimberley Rd,2023-03-13 00:00:00,683
Ohau at Kimberley Rd,2023-03-20 00:00:00,121
Ohau at Kimberley Rd,2023-03-27 00:00:00,161
Ohau at Kimberley Rd,2023-04-04 00:00:00,108
Ohau at Kimberley Rd,2023-04-11 00:00:00,63
Ohau at Kimberley Rd,2023-04-17 00:00:00,31
Ohau at Kimberley Rd,2023-04-24 00:00:00,256
Ohau at Kimberley Rd,2023-11-06 00:00:00,63
