sitename,date,ecoli_value (MPN/100mL)
Whanganui at Matapuna,2019-12-30 00:00:00,85
Whanganui at Matapuna,2020-01-07 00:00:00,75
Whanganui at Matapuna,2020-01-15 00:00:00,10
Whanganui at Matapuna,2020-01-21 00:00:00,52
Whanganui at Matapuna,2020-01-28 00:00:00,52
Whanganui at Matapuna,2020-02-03 00:00:00,20
Whanganui at Matapuna,2020-02-11 00:00:00,20
Whanganui at Matapuna,2020-02-18 00:00:00,134
Whanganui at Matapuna,2020-02-25 00:00:00,30
Whanganui at Matapuna,2020-03-04 00:00:00,1515
Whanganui at Matapuna,2020-03-10 00:00:00,435
Whanganui at Matapuna,2020-03-18 00:00:00,223
Whanganui at Matapuna,2020-11-03 00:00:00,145
Whanganui at Matapuna,2020-11-10 00:00:00,305
Whanganui at Matapuna,2020-11-17 00:00:00,31
Whanganui at Matapuna,2020-11-24 00:00:00,97
Whanganui at Matapuna,2020-12-01 00:00:00,450
Whanganui at Matapuna,2020-12-08 00:00:00,3450
Whanganui at Matapuna,2020-12-15 00:00:00,20
Whanganui at Matapuna,2020-12-22 00:00:00,75
Whanganui at Matapuna,2020-12-29 00:00:00,52
Whanganui at Matapuna,2021-01-05 00:00:00,288
Whanganui at Matapuna,2021-01-12 00:00:00,122
Whanganui at Matapuna,2021-01-19 00:00:00,30
Whanganui at Matapuna,2021-01-26 00:00:00,20
Whanganui at Matapuna,2021-02-02 00:00:00,20
Whanganui at Matapuna,2021-02-09 00:00:00,85
Whanganui at Matapuna,2021-02-16 00:00:00,110
Whanganui at Matapuna,2021-02-23 00:00:00,10
Whanganui at Matapuna,2021-03-04 00:00:00,683
Whanganui at Matapuna,2021-03-09 00:00:00,109
Whanganui at Matapuna,2021-03-16 00:00:00,10
Whanganui at Matapuna,2021-03-23 00:00:00,10
Whanganui at Matapuna,2021-03-30 00:00:00,369
Whanganui at Matapuna,2021-04-06 00:00:00,63
Whanganui at Matapuna,2021-04-13 00:00:00,9
Whanganui at Matapuna,2021-04-20 00:00:00,85
Whanganui at Matapuna,2021-04-27 00:00:00,134
Whanganui at Matapuna,2021-11-01 00:00:00,228
Whanganui at Matapuna,2021-11-09 00:00:00,
Whanganui at Matapuna,2021-11-15 00:00:00,624
Whanganui at Matapuna,2021-11-22 00:00:00,243
Whanganui at Matapuna,2021-11-29 00:00:00,20
Whanganui at Matapuna,2021-12-07 00:00:00,
Whanganui at Matapuna,2021-12-14 00:00:00,1296
Whanganui at Matapuna,2021-12-21 00:00:00,10
Whanganui at Matapuna,2021-12-28 00:00:00,63
Whanganui at Matapuna,2022-01-04 00:00:00,75
Whanganui at Matapuna,2022-01-11 00:00:00,41
Whanganui at Matapuna,2022-01-18 00:00:00,52
Whanganui at Matapuna,2022-01-25 00:00:00,75
Whanganui at Matapuna,2022-02-01 00:00:00,121
Whanganui at Matapuna,2022-02-09 00:00:00,213
Whanganui at Matapuna,2022-02-15 00:00:00,269
Whanganui at Matapuna,2022-02-22 00:00:00,279
Whanganui at Matapuna,2022-03-01 00:00:00,74
Whanganui at Matapuna,2022-03-08 00:00:00,74
Whanganui at Matapuna,2022-03-15 00:00:00,97
Whanganui at Matapuna,2022-03-22 00:00:00,10500
Whanganui at Matapuna,2022-03-29 00:00:00,108
Whanganui at Matapuna,2022-04-05 00:00:00,175
Whanganui at Matapuna,2022-04-12 00:00:00,74
Whanganui at Matapuna,2022-04-20 00:00:00,20
Whanganui at Matapuna,2022-04-27 00:00:00,52
Whanganui at Matapuna,2022-11-02 00:00:00,364
Whanganui at Matapuna,2022-11-08 00:00:00,284
Whanganui at Matapuna,2022-11-15 00:00:00,160
Whanganui at Matapuna,2022-11-22 00:00:00,1106
Whanganui at Matapuna,2022-11-29 00:00:00,185
Whanganui at Matapuna,2022-12-06 00:00:00,97
Whanganui at Matapuna,2022-12-13 00:00:00,573
Whanganui at Matapuna,2022-12-20 00:00:00,341
Whanganui at Matapuna,2022-12-29 00:00:00,52
Whanganui at Matapuna,2023-01-05 00:00:00,86
Whanganui at Matapuna,2023-01-10 00:00:00,121
Whanganui at Matapuna,2023-01-17 00:00:00,107
Whanganui at Matapuna,2023-01-25 00:00:00,7700
Whanganui at Matapuna,2023-01-31 00:00:00,305
Whanganui at Matapuna,2023-02-08 00:00:00,75
Whanganui at Matapuna,2023-02-14 00:00:00,2760
Whanganui at Matapuna,2023-02-21 00:00:00,10
Whanganui at Matapuna,2023-02-28 00:00:00,862
Whanganui at Matapuna,2023-03-07 00:00:00,85
Whanganui at Matapuna,2023-03-14 00:00:00,1126
Whanganui at Matapuna,2023-03-21 00:00:00,75
Whanganui at Matapuna,2023-03-28 00:00:00,146
Whanganui at Matapuna,2023-04-04 00:00:00,83
Whanganui at Matapuna,2023-04-12 00:00:00,256
Whanganui at Matapuna,2023-04-18 00:00:00,110
Whanganui at Matapuna,2023-04-27 00:00:00,121
Whanganui at Matapuna,2023-11-07 00:00:00,987
Whanganui at Matapuna,2023-11-15 00:00:00,96
Whanganui at Matapuna,2023-11-22 00:00:00,139
Whanganui at Matapuna,2023-11-29 00:00:00,987
Whanganui at Matapuna,2023-12-06 00:00:00,160
Whanganui at Matapuna,2023-12-13 00:00:00,75
Whanganui at Matapuna,2023-12-20 00:00:00,75
Whanganui at Matapuna,2023-12-29 00:00:00,262
Whanganui at Matapuna,2024-01-05 00:00:00,145
Whanganui at Matapuna,2024-01-10 00:00:00,134
Whanganui at Matapuna,2024-01-17 00:00:00,565
Whanganui at Matapuna,2024-01-25 00:00:00,383
Whanganui at Matapuna,2024-01-31 00:00:00,595
Whanganui at Matapuna,2024-02-08 00:00:00,121
Whanganui at Matapuna,2024-02-14 00:00:00,41
Whanganui at Matapuna,2024-02-21 00:00:00,122
Whanganui at Matapuna,2024-02-29 00:00:00,119
Whanganui at Matapuna,2024-03-06 00:00:00,1250
Whanganui at Matapuna,2024-03-13 00:00:00,134
Whanganui at Matapuna,2024-03-20 00:00:00,109
Whanganui at Matapuna,2024-03-27 00:00:00,20
Whanganui at Matapuna,2024-04-04 00:00:00,122
Whanganui at Matapuna,2024-04-10 00:00:00,85
Whanganui at Matapuna,2024-04-17 00:00:00,122
Whanganui at Matapuna,2024-04-24 00:00:00,189
Whanganui at Matapuna,2024-11-05 00:00:00,1081
Whanganui at Matapuna,2024-11-12 00:00:00,355
Whanganui at Matapuna,2024-11-19 00:00:00,63
Whanganui at Matapuna,2024-11-26 00:00:00,75
Whanganui at Matapuna,2024-12-03 00:00:00,189
Whanganui at Matapuna,2024-12-11 00:00:00,305
Whanganui at Matapuna,2024-12-17 00:00:00,85
Whanganui at Matapuna,2024-12-23 00:00:00,231
Whanganui at Matapuna,2024-12-30 00:00:00,144
Whanganui at Matapuna,2025-01-07 00:00:00,10
Whanganui at Matapuna,2025-01-14 00:00:00,20
Whanganui at Matapuna,2025-01-21 00:00:00,75
Whanganui at Matapuna,2025-01-29 00:00:00,98
Whanganui at Matapuna,2025-02-04 00:00:00,52
Whanganui at Matapuna,2025-02-11 00:00:00,583
Whanganui at Matapuna,2025-02-18 00:00:00,318
Whanganui at Matapuna,2025-02-25 00:00:00,41
Whanganui at Matapuna,2025-03-03 00:00:00,20
Whanganui at Matapuna,2025-03-11 00:00:00,63
Whanganui at Matapuna,2025-03-18 00:00:00,175
Whanganui at Matapuna,2025-03-25 00:00:00,75
Whanganui at Matapuna,2025-04-01 00:00:00,717
Whanganui at Matapuna,2025-04-07 00:00:00,166
Whanganui at Matapuna,2025-04-14 00:00:00,41
Whanganui at Matapuna,2025-04-22 00:00:00,1674
Whanganui at Matapuna,2025-04-28 00:00:00,63
Whanganui at Matapuna,2025-11-05 00:00:00,75
Whanganui at Matapuna,2025-11-11 00:00:00,1455
Whanganui at Matapuna,2025-11-18 00:00:00,146
Whanganui at Matapuna,2025-11-25 00:00:00,256
Whanganui at Matapuna,2025-12-02 00:00:00,85
Whanganui at Matapuna,2025-12-09 00:00:00,122
Whanganui at Matapuna,2025-12-16 00:00:00,73
Whanganui at Matapuna,2025-12-23 00:00:00,86
Whanganui at Matapuna,2025-12-30 00:00:00,75
Whanganui at Matapuna,2026-01-05 00:00:00,275
Whanganui at Matapuna,2026-01-13 00:00:00,161
Whanganui at Matapuna,2026-01-20 00:00:00,410
Whanganui at Matapuna,2026-01-28 00:00:00,134
Whanganui at Matapuna,2026-02-03 00:00:00,2480
Whanganui at Matapuna,2026-02-10 00:00:00,169
Whanganui at Matapuna,2026-02-24 00:00:00,20
Whanganui at Matapuna,2026-03-03 00:00:00,96
Whanganui at Matapuna,2026-03-10 00:00:00,75
Whanganui at Matapuna,2026-03-17 00:00:00,146
Whanganui at Matapuna,2026-03-24 00:00:00,86
Whanganui at Matapuna,2026-03-31 00:00:00,86
Whanganui at Matapuna,2026-04-08 00:00:00,275
Whanganui at Matapuna,2026-04-14 00:00:00,2282
Whanganui at Matapuna,2026-04-21 00:00:00,594
Whanganui at Matapuna,2026-04-29 00:00:00,169
Whanganui at Mosquito Point,2016-11-29 00:00:00,610
Whanganui at Mosquito Point,2016-12-05 00:00:00,110
Whanganui at Mosquito Point,2016-12-14 00:00:00,340
Whanganui at Mosquito Point,2016-12-21 00:00:00,25
Whanganui at Mosquito Point,2016-12-29 00:00:00,34
Whanganui at Mosquito Point,2017-01-05 00:00:00,440
Whanganui at Mosquito Point,2017-01-11 00:00:00,75
Whanganui at Mosquito Point,2017-01-18 00:00:00,170
Whanganui at Mosquito Point,2017-01-26 00:00:00,470
Whanganui at Mosquito Point,2017-02-01 00:00:00,8
Whanganui at Mosquito Point,2017-02-09 00:00:00,39
Whanganui at Mosquito Point,2017-02-15 00:00:00,16
Whanganui at Mosquito Point,2017-02-22 00:00:00,1600
Whanganui at Mosquito Point,2017-03-01 00:00:00,85
Whanganui at Mosquito Point,2017-03-08 00:00:00,140
Whanganui at Mosquito Point,2017-03-15 00:00:00,470
Whanganui at Mosquito Point,2017-03-22 00:00:00,16
Whanganui at Mosquito Point,2017-03-29 00:00:00,130
Whanganui at Mosquito Point,2017-04-20 00:00:00,720
Whanganui at Mosquito Point,2017-04-26 00:00:00,85
Whanganui at Mosquito Point,2017-11-07 00:00:00,160
Whanganui at Mosquito Point,2017-11-13 00:00:00,295
Whanganui at Mosquito Point,2017-11-19 00:00:00,20
Whanganui at Mosquito Point,2017-11-28 00:00:00,41
Whanganui at Mosquito Point,2017-12-04 00:00:00,355
Whanganui at Mosquito Point,2017-12-10 00:00:00,63
Whanganui at Mosquito Point,2017-12-19 00:00:00,197
Whanganui at Mosquito Point,2017-12-28 00:00:00,
Whanganui at Mosquito Point,2018-01-04 00:00:00,146
Whanganui at Mosquito Point,2018-01-09 00:00:00,350
Whanganui at Mosquito Point,2018-01-15 00:00:00,121
Whanganui at Mosquito Point,2018-01-21 00:00:00,41
Whanganui at Mosquito Point,2018-01-30 00:00:00,288
Whanganui at Mosquito Point,2018-02-05 00:00:00,226
Whanganui at Mosquito Point,2018-02-11 00:00:00,
Whanganui at Mosquito Point,2018-02-20 00:00:00,109
Whanganui at Mosquito Point,2018-02-26 00:00:00,10
Whanganui at Mosquito Point,2018-03-04 00:00:00,84
Whanganui at Mosquito Point,2018-03-13 00:00:00,134
Whanganui at Mosquito Point,2018-03-19 00:00:00,
Whanganui at Mosquito Point,2018-03-25 00:00:00,20
Whanganui at Mosquito Point,2018-04-03 00:00:00,
Whanganui at Mosquito Point,2018-04-09 00:00:00,20
Whanganui at Mosquito Point,2018-04-17 00:00:00,3870
Whanganui at Mosquito Point,2018-04-24 00:00:00,393
Whanganui at Mosquito Point,2018-11-12 00:00:00,158
Whanganui at Mosquito Point,2018-11-18 00:00:00,30
Whanganui at Mosquito Point,2018-11-26 00:00:00,98
Whanganui at Mosquito Point,2018-12-03 00:00:00,309
Whanganui at Mosquito Point,2018-12-11 00:00:00,41
Whanganui at Mosquito Point,2018-12-16 00:00:00,311
Whanganui at Mosquito Point,2018-12-24 00:00:00,323
Whanganui at Mosquito Point,2018-12-30 00:00:00,134
Whanganui at Mosquito Point,2019-01-07 00:00:00,148
Whanganui at Mosquito Point,2019-01-13 00:00:00,75
Whanganui at Mosquito Point,2019-01-22 00:00:00,86
Whanganui at Mosquito Point,2019-01-27 00:00:00,51
Whanganui at Mosquito Point,2019-02-04 00:00:00,120
Whanganui at Mosquito Point,2019-02-10 00:00:00,52
Whanganui at Mosquito Point,2019-02-18 00:00:00,336
Whanganui at Mosquito Point,2019-02-24 00:00:00,145
Whanganui at Mosquito Point,2019-03-04 00:00:00,41
Whanganui at Mosquito Point,2019-03-10 00:00:00,201
Whanganui at Mosquito Point,2019-03-19 00:00:00,181
Whanganui at Mosquito Point,2019-03-24 00:00:00,160
Whanganui at Mosquito Point,2019-04-01 00:00:00,86
Whanganui at Mosquito Point,2019-04-07 00:00:00,384
Whanganui at Mosquito Point,2019-04-15 00:00:00,529
Whanganui at Mosquito Point,2019-04-21 00:00:00,31
Whanganui at Mosquito Point,2019-04-30 00:00:00,1723
Whanganui at Mosquito Point,2019-11-04 00:00:00,30
Whanganui at Mosquito Point,2019-11-10 00:00:00,121
Whanganui at Mosquito Point,2019-11-18 00:00:00,426
Whanganui at Mosquito Point,2019-11-24 00:00:00,369
Whanganui at Mosquito Point,2019-12-02 00:00:00,481
Whanganui at Mosquito Point,2019-12-08 00:00:00,253
Whanganui at Mosquito Point,2019-12-16 00:00:00,201
Whanganui at Mosquito Point,2019-12-22 00:00:00,5480
Whanganui at Mosquito Point,2019-12-30 00:00:00,134
Whanganui at Mosquito Point,2020-01-05 00:00:00,74
Whanganui at Mosquito Point,2020-01-13 00:00:00,97
Whanganui at Mosquito Point,2020-01-19 00:00:00,75
Whanganui at Mosquito Point,2020-01-29 00:00:00,108
Whanganui at Mosquito Point,2020-02-02 00:00:00,63
Whanganui at Mosquito Point,2020-02-10 00:00:00,85
Whanganui at Mosquito Point,2020-02-16 00:00:00,31
Whanganui at Mosquito Point,2020-02-24 00:00:00,63
Whanganui at Mosquito Point,2020-03-01 00:00:00,41
Whanganui at Mosquito Point,2020-03-09 00:00:00,85
Whanganui at Mosquito Point,2020-03-15 00:00:00,63
Whanganui at Mosquito Point,2020-03-23 00:00:00,86
Whanganui at Mosquito Point,2020-11-02 00:00:00,218
Whanganui at Mosquito Point,2020-11-08 00:00:00,121
Whanganui at Mosquito Point,2020-11-16 00:00:00,109
Whanganui at Mosquito Point,2020-11-22 00:00:00,63
Whanganui at Mosquito Point,2020-11-30 00:00:00,1145
Whanganui at Mosquito Point,2020-12-06 00:00:00,228
Whanganui at Mosquito Point,2020-12-14 00:00:00,369
Whanganui at Mosquito Point,2020-12-20 00:00:00,20
Whanganui at Mosquito Point,2020-12-28 00:00:00,118
Whanganui at Mosquito Point,2021-01-03 00:00:00,52
Whanganui at Mosquito Point,2021-01-11 00:00:00,110
Whanganui at Mosquito Point,2021-01-17 00:00:00,31
Whanganui at Mosquito Point,2021-01-26 00:00:00,52
Whanganui at Mosquito Point,2021-01-31 00:00:00,9
Whanganui at Mosquito Point,2021-02-09 00:00:00,41
Whanganui at Mosquito Point,2021-02-14 00:00:00,41
Whanganui at Mosquito Point,2021-02-22 00:00:00,31
Whanganui at Mosquito Point,2021-03-01 00:00:00,95
Whanganui at Mosquito Point,2021-03-08 00:00:00,86
Whanganui at Mosquito Point,2021-03-14 00:00:00,598
Whanganui at Mosquito Point,2021-03-28 00:00:00,246
Whanganui at Mosquito Point,2021-04-05 00:00:00,216
Whanganui at Mosquito Point,2021-04-11 00:00:00,63
Whanganui at Mosquito Point,2021-04-19 00:00:00,118
Whanganui at Mosquito Point,2021-04-26 00:00:00,31
Whanganui at Mosquito Point,2021-11-01 00:00:00,1396
Whanganui at Mosquito Point,2021-11-08 00:00:00,51
Whanganui at Mosquito Point,2021-11-15 00:00:00,594
Whanganui at Mosquito Point,2021-11-22 00:00:00,121
Whanganui at Mosquito Point,2021-11-29 00:00:00,30
Whanganui at Mosquito Point,2021-12-06 00:00:00,189
Whanganui at Mosquito Point,2021-12-13 00:00:00,1376
Whanganui at Mosquito Point,2021-12-20 00:00:00,84
Whanganui at Mosquito Point,2021-12-27 00:00:00,31
Whanganui at Mosquito Point,2022-01-03 00:00:00,120
Whanganui at Mosquito Point,2022-01-10 00:00:00,20
Whanganui at Mosquito Point,2022-01-17 00:00:00,74
Whanganui at Mosquito Point,2022-01-24 00:00:00,31
Whanganui at Mosquito Point,2022-01-31 00:00:00,1314
Whanganui at Mosquito Point,2022-02-07 00:00:00,2400
Whanganui at Mosquito Point,2022-02-14 00:00:00,5170
Whanganui at Mosquito Point,2022-02-21 00:00:00,41
Whanganui at Mosquito Point,2022-02-28 00:00:00,75
Whanganui at Mosquito Point,2022-03-07 00:00:00,41
Whanganui at Mosquito Point,2022-03-14 00:00:00,10
Whanganui at Mosquito Point,2022-03-21 00:00:00,52
Whanganui at Mosquito Point,2022-03-28 00:00:00,187
Whanganui at Mosquito Point,2022-04-04 00:00:00,85
Whanganui at Mosquito Point,2022-04-11 00:00:00,41
Whanganui at Mosquito Point,2022-04-19 00:00:00,228
Whanganui at Mosquito Point,2022-04-27 00:00:00,41
Whanganui at Mosquito Point,2022-11-01 00:00:00,11200
Whanganui at Mosquito Point,2022-11-07 00:00:00,161
Whanganui at Mosquito Point,2022-11-14 00:00:00,108
Whanganui at Mosquito Point,2022-11-21 00:00:00,4610
Whanganui at Mosquito Point,2022-11-28 00:00:00,2990
Whanganui at Mosquito Point,2022-12-05 00:00:00,298
Whanganui at Mosquito Point,2022-12-12 00:00:00,336
Whanganui at Mosquito Point,2022-12-19 00:00:00,14100
Whanganui at Mosquito Point,2022-12-26 00:00:00,355
Whanganui at Mosquito Point,2023-01-02 00:00:00,52
Whanganui at Mosquito Point,2023-01-09 00:00:00,905
Whanganui at Mosquito Point,2023-01-16 00:00:00,41
Whanganui at Mosquito Point,2023-01-24 00:00:00,52
Whanganui at Mosquito Point,2023-01-30 00:00:00,8160
Whanganui at Mosquito Point,2023-02-07 00:00:00,441
Whanganui at Mosquito Point,2023-02-13 00:00:00,
Whanganui at Mosquito Point,2023-02-20 00:00:00,171
Whanganui at Mosquito Point,2023-02-27 00:00:00,73
Whanganui at Mosquito Point,2023-03-06 00:00:00,20
Whanganui at Mosquito Point,2023-03-13 00:00:00,1198
Whanganui at Mosquito Point,2023-03-20 00:00:00,2610
Whanganui at Mosquito Point,2023-03-27 00:00:00,279
Whanganui at Mosquito Point,2023-04-03 00:00:00,75
Whanganui at Mosquito Point,2023-04-11 00:00:00,31
Whanganui at Mosquito Point,2023-04-17 00:00:00,487
Whanganui at Mosquito Point,2023-04-24 00:00:00,1314
Whanganui at Mosquito Point,2023-11-06 00:00:00,75
Whanganui at Mosquito Point,2023-11-13 00:00:00,259
Whanganui at Mosquito Point,2023-11-20 00:00:00,512
Whanganui at Mosquito Point,2023-11-27 00:00:00,1723
Whanganui at Mosquito Point,2023-12-04 00:00:00,41
Whanganui at Mosquito Point,2023-12-11 00:00:00,187
Whanganui at Mosquito Point,2023-12-18 00:00:00,41
Whanganui at Mosquito Point,2023-12-27 00:00:00,288
Whanganui at Mosquito Point,2024-01-03 00:00:00,3440
Whanganui at Mosquito Point,2024-01-08 00:00:00,75
Whanganui at Mosquito Point,2024-01-15 00:00:00,41
Whanganui at Mosquito Point,2024-01-23 00:00:00,404
Whanganui at Mosquito Point,2024-01-29 00:00:00,1391
Whanganui at Mosquito Point,2024-02-05 00:00:00,1529
Whanganui at Mosquito Point,2024-02-12 00:00:00,63
Whanganui at Mosquito Point,2024-02-19 00:00:00,52
Whanganui at Mosquito Point,2024-02-26 00:00:00,98
Whanganui at Mosquito Point,2024-03-04 00:00:00,20
Whanganui at Mosquito Point,2024-03-11 00:00:00,2600
Whanganui at Mosquito Point,2024-03-18 00:00:00,85
Whanganui at Mosquito Point,2024-03-25 00:00:00,41
Whanganui at Mosquito Point,2024-04-02 00:00:00,31
Whanganui at Mosquito Point,2024-04-08 00:00:00,41
Whanganui at Mosquito Point,2024-04-15 00:00:00,2064
Whanganui at Mosquito Point,2024-04-22 00:00:00,8660
Whanganui at Mosquito Point,2024-11-04 00:00:00,292
Whanganui at Mosquito Point,2024-11-11 00:00:00,
Whanganui at Mosquito Point,2024-11-18 00:00:00,1374
Whanganui at Mosquito Point,2024-11-25 00:00:00,52
Whanganui at Mosquito Point,2024-12-02 00:00:00,
Whanganui at Mosquito Point,2024-12-09 00:00:00,85
Whanganui at Mosquito Point,2024-12-16 00:00:00,135
Whanganui at Mosquito Point,2024-12-23 00:00:00,41
Whanganui at Mosquito Point,2024-12-30 00:00:00,134
Whanganui at Mosquito Point,2025-01-06 00:00:00,480
Whanganui at Mosquito Point,2025-01-13 00:00:00,20
Whanganui at Mosquito Point,2025-01-21 00:00:00,20
Whanganui at Mosquito Point,2025-01-27 00:00:00,259
Whanganui at Mosquito Point,2025-02-03 00:00:00,97
Whanganui at Mosquito Point,2025-02-10 00:00:00,52
Whanganui at Mosquito Point,2025-02-17 00:00:00,132
Whanganui at Mosquito Point,2025-02-24 00:00:00,41
Whanganui at Mosquito Point,2025-03-03 00:00:00,85
Whanganui at Mosquito Point,2025-03-10 00:00:00,96
Whanganui at Mosquito Point,2025-03-17 00:00:00,31
Whanganui at Mosquito Point,2025-03-24 00:00:00,31
Whanganui at Mosquito Point,2025-04-01 00:00:00,598
Whanganui at Mosquito Point,2025-04-07 00:00:00,109
Whanganui at Mosquito Point,2025-04-14 00:00:00,20
Whanganui at Mosquito Point,2025-04-22 00:00:00,75
Whanganui at Mosquito Point,2025-04-28 00:00:00,63
Whanganui at Mosquito Point,2025-11-03 00:00:00,169
Whanganui at Mosquito Point,2025-11-10 00:00:00,52
Whanganui at Mosquito Point,2025-11-17 00:00:00,173
Whanganui at Mosquito Point,2025-11-27 00:00:00,132
Whanganui at Mosquito Point,2025-12-01 00:00:00,52
Whanganui at Mosquito Point,2025-12-08 00:00:00,420
Whanganui at Mosquito Point,2025-12-15 00:00:00,41
Whanganui at Mosquito Point,2025-12-22 00:00:00,52
Whanganui at Mosquito Point,2025-12-29 00:00:00,108
Whanganui at Mosquito Point,2026-01-07 00:00:00,187
Whanganui at Mosquito Point,2026-01-12 00:00:00,10
Whanganui at Mosquito Point,2026-01-20 00:00:00,393
Whanganui at Mosquito Point,2026-01-26 00:00:00,2046
Whanganui at Mosquito Point,2026-02-02 00:00:00,109
Whanganui at Mosquito Point,2026-02-09 00:00:00,1201
Whanganui at Mosquito Point,2026-02-17 00:00:00,1722
Whanganui at Mosquito Point,2026-02-23 00:00:00,134
Whanganui at Mosquito Point,2026-03-02 00:00:00,134
Whanganui at Mosquito Point,2026-03-10 00:00:00,20
Whanganui at Mosquito Point,2026-03-16 00:00:00,146
Whanganui at Mosquito Point,2026-03-23 00:00:00,31
Whanganui at Mosquito Point,2026-03-30 00:00:00,110
Whanganui at Mosquito Point,2026-04-07 00:00:00,41
Whanganui at Mosquito Point,2026-04-13 00:00:00,187
Whanganui at Mosquito Point,2026-04-20 00:00:00,5170
Whanganui at Mosquito Point,2026-04-28 00:00:00,231
Whanganui at Ohinepane Reserve,2025-11-05 00:00:00,41
Whanganui at Ohinepane Reserve,2025-11-11 00:00:00,908
Whanganui at Ohinepane Reserve,2025-11-18 00:00:00,148
